filing|tech_field|variable|patents|mean|std_dev|kurtosis|skewness|min|p1|p10|p25|p50|p75|p90|p99|max
2012|31|"quality_index_6"|1233|.3007047|.0786504|4.133897|.8047857|.0802682|.1523438|.2128719|.2469657|.2870283|.3465601|.4044241|.5339366|.6499501
2012|32|"quality_index_6"|2186|.3046801|.0785654|4.279095|.7842426|.0869638|.1583972|.2138622|.2524599|.2938711|.3488651|.4095316|.5349945|.7323589
2012|33|"quality_index_6"|811|.2690248|.0755524|5.960073|1.25447|.0944958|.1402013|.1869686|.2200809|.2601357|.3035494|.3547927|.5612771|.6082639
2012|34|"quality_index_6"|676|.2522187|.0774075|3.662553|.8373778|.0888571|.1164286|.1650928|.197779|.2385033|.2912206|.3595664|.4850101|.5409672
2012|35|"quality_index_6"|933|.2886004|.0861303|4.57147|.8800791|.0955702|.1313499|.1921445|.2295666|.2740111|.3357792|.4059321|.5213943|.7782076
2013|1|"quality_index_6"|1097|.2733442|.0710347|3.626403|.6494679|.079346|.1415256|.1882925|.2239583|.2667508|.3128772|.3690568|.4786824|.556946
2013|2|"quality_index_6"|181|.2578734|.0811921|3.841311|1.023714|.1287124|.1300859|.1698276|.2040675|.2367392|.3033936|.3774594|.5153498|.5353253
2013|3|"quality_index_6"|196|.2133507|.0690017|5.047837|1.096518|.0844133|.0861988|.1330057|.1670801|.202645|.2500834|.2957101|.4837001|.4892645
2013|4|"quality_index_6"|588|.185932|.0545876|4.373708|.7659793|.0568895|.0863849|.1219243|.1481974|.1809889|.2186882|.2525682|.3391241|.4339994
2013|5|"quality_index_6"|97|.2955533|.0590957|3.315699|.3189379|.1413733|.1413733|.2227514|.249367|.2983723|.3291657|.3748493|.4809501|.4809501
2013|6|"quality_index_6"|348|.252981|.0660941|4.489604|.8129289|.1190087|.1313769|.1764753|.2079323|.2470222|.2876882|.3411677|.44298|.5690778
2013|7|"quality_index_6"|7|.2792268|.0976696|3.065084|1.128388|.1934815|.1934815|.1934815|.2156349|.2293403|.325592|.4704363|.4704363|.4704363
2013|8|"quality_index_6"|148|.2532411|.0699338|9.030792|1.507852|.1210845|.123296|.1888369|.209366|.248511|.2811255|.3449411|.4687065|.6450019
2013|9|"quality_index_6"|230|.2538269|.0682172|5.255687|1.054634|.1109072|.1248497|.1782964|.2112714|.245351|.2879876|.3292519|.4909377|.5330521
2013|10|"quality_index_6"|530|.280156|.0752144|4.063659|.7948846|.1240503|.1449561|.1903192|.2298903|.2710265|.323334|.3755365|.5076753|.5993956
2013|11|"quality_index_6"|57|.233966|.0919807|4.584563|1.291451|.0822228|.0822228|.1587811|.1795989|.2203499|.248766|.3729138|.5127999|.5127999
2013|12|"quality_index_6"|143|.3018009|.083434|4.540246|.9524141|.0981286|.1226699|.2139996|.2411123|.2913129|.3476163|.3955283|.562347|.6152938
2013|13|"quality_index_6"|870|.2447962|.0702533|3.986381|.8494618|.0774594|.1266829|.16273|.1980475|.2347763|.2812343|.3362491|.465962|.5245869
2013|14|"quality_index_6"|241|.1947857|.0824828|5.948977|1.532837|.0537564|.0810046|.1159805|.1393861|.1765586|.2288084|.2975239|.4731285|.5601438
2013|15|"quality_index_6"|96|.2033943|.1151848|6.372233|1.88428|.0650439|.0650439|.1032412|.1309681|.1735433|.2313368|.3764508|.6287948|.6287948
2013|16|"quality_index_6"|193|.2158006|.0918276|3.327268|.8609152|.0615401|.0771706|.1146602|.1487638|.1980682|.2778908|.3314803|.4851705|.5079519
2013|17|"quality_index_6"|306|.2830269|.0950643|4.365951|1.121945|.1035015|.1318984|.18223|.2212859|.2631785|.3269624|.4219902|.5575801|.6660181
2013|18|"quality_index_6"|127|.2457815|.0901023|3.849964|.9899597|.0834961|.0993382|.154352|.18275|.223431|.2867963|.3755152|.5184621|.5451512
2013|19|"quality_index_6"|253|.2209268|.0789539|6.020182|1.333582|.0879118|.0972145|.133426|.1716605|.2036072|.2565541|.3292939|.4965065|.6177741
2013|20|"quality_index_6"|191|.266048|.0792727|4.665957|.8087418|.0964661|.1336619|.1719776|.2075597|.2580975|.3134819|.367235|.4638583|.6338016
2013|21|"quality_index_6"|190|.2536643|.0834474|4.127867|.9950646|.1047447|.1051942|.1581605|.2039437|.2336201|.2884364|.359871|.5186508|.5387633
2013|22|"quality_index_6"|12|.251074|.06214|2.454384|-.1242815|.148708|.148708|.1523162|.2245282|.2495119|.2916826|.327974|.3548816|.3548816
2013|23|"quality_index_6"|256|.2537161|.0786842|6.55016|1.299793|.1009524|.1225397|.1642857|.2003968|.2440476|.2905556|.3462963|.5136905|.6722074
2013|24|"quality_index_6"|164|.2710119|.0705801|3.148164|.4964223|.1036737|.1281636|.1925777|.2187944|.2647369|.3131654|.366688|.4507745|.5012505
2013|25|"quality_index_6"|818|.2859563|.0745163|3.800258|.663488|.0973336|.1466986|.2003273|.2346192|.2794794|.3286803|.3797212|.5134513|.5984415
2013|26|"quality_index_6"|482|.290672|.0786018|3.712933|.7569926|.1339942|.1442118|.2014296|.2345731|.2785747|.3353925|.4015991|.5140501|.6087763
2013|27|"quality_index_6"|544|.305808|.0771779|4.07047|.8035126|.1101504|.1722767|.2187111|.2513473|.2947026|.3486055|.4106464|.5254036|.6247002
2013|28|"quality_index_6"|370|.2453291|.0781453|6.957237|1.456516|.1108354|.1173973|.1634911|.1939806|.2336154|.2809896|.334057|.5696254|.651377
2013|29|"quality_index_6"|638|.2665581|.0736847|3.521438|.4848816|.0939145|.1062184|.176411|.2191952|.2579906|.3078715|.367341|.4589134|.5596625
2013|30|"quality_index_6"|200|.2912913|.0689404|2.91965|.4967057|.1666284|.1733089|.2061729|.2357489|.2856524|.3293413|.3791184|.4756574|.4962475
2013|31|"quality_index_6"|610|.3064837|.081116|3.645417|.7636181|.1083569|.1613473|.2140988|.2494748|.2972836|.3486225|.4106399|.5434283|.5864949
2013|32|"quality_index_6"|1200|.3008333|.0803868|4.484055|.8891353|.1109812|.1540867|.2094325|.2473371|.2897232|.3417216|.4140587|.5195901|.7055398
2013|33|"quality_index_6"|433|.2705606|.0719652|4.500842|.8767686|.1101053|.1308713|.190611|.2259177|.2613813|.3036978|.3604925|.4771019|.5640285
2013|34|"quality_index_6"|333|.2642706|.0754622|4.039956|.9432301|.1235133|.1348452|.1832371|.2100275|.2516195|.3042958|.3721624|.4939986|.5746337
2013|35|"quality_index_6"|499|.272778|.0757036|4.963357|1.005671|.0970626|.1356484|.1868864|.2201317|.2648332|.3091525|.3716379|.5286862|.6095439
1978|1|"radicalness"|190|.225062|.2275391|3.186777|.9665881|0|0|0|0|.1428571|.35|.5718954|.8666667|1
1978|2|"radicalness"|41|.2774364|.2504804|2.92639|.7008843|0|0|0|0|.25|.4545455|.625|1|1
1978|3|"radicalness"|30|.3195843|.3181785|2.279501|.6532605|0|0|0|0|.3021739|.5|.8333333|1|1
1978|4|"radicalness"|6|.1210317|.188444|1.58905|.7386693|0|0|0|0|0|.3333333|.3928571|.3928571|.3928571
1978|5|"radicalness"|8|.2945299|.2601248|1.328361|-.1895845|0|0|0|0|.3553922|.5227273|.6|.6|.6
1978|6|"radicalness"|17|.3232862|.2725498|1.37089|-.1417727|0|0|0|0|.3666667|.5757576|.6666667|.6842105|.6842105
1978|8|"radicalness"|99|.1587238|.2066028|4.476426|1.396612|0|0|0|0|.0666667|.25|.5|.95|.95
1978|9|"radicalness"|151|.2668978|.2466936|2.670594|.7179297|0|0|0|0|.2222222|.4285714|.625|.90625|1
1978|10|"radicalness"|92|.2820349|.2398421|2.339725|.4349491|0|0|0|.0294118|.2554348|.4772727|.6|1|1
1978|11|"radicalness"|11|.2352985|.2317555|1.542997|.2925625|0|0|0|0|.1666667|.4736842|.5|.6071429|.6071429
1978|12|"radicalness"|57|.304956|.275362|2.486934|.6888446|0|0|0|.0769231|.2777778|.5|.75|1|1
1978|13|"radicalness"|111|.2178518|.2317655|3.65172|1.108239|0|0|0|0|.1666667|.3333333|.5633803|.88|1
1978|14|"radicalness"|598|.2009045|.2435296|4.419549|1.368412|0|0|0|0|.1148352|.3333333|.5172414|1|1
1978|15|"radicalness"|39|.2663983|.2749386|2.967689|.9707307|0|0|0|0|.1818182|.4|.7727273|1|1
1978|16|"radicalness"|143|.2187554|.2721648|3.47279|1.204976|0|0|0|0|.1153846|.3529412|.6428571|1|1
1978|17|"radicalness"|401|.2840303|.2539808|2.588045|.6837109|0|0|0|.0526316|.25|.4736842|.6410257|.9736842|1
1978|18|"radicalness"|9|.2453935|.1394879|2.719644|.0434241|0|0|0|.1764706|.2222222|.3333333|.4848485|.4848485|.4848485
1978|19|"radicalness"|152|.3323044|.298028|2.071365|.5045266|0|0|0|.0460317|.30625|.5400641|.775|1|1
1978|20|"radicalness"|120|.2710674|.2458484|3.310946|.8848323|0|0|0|.077381|.2318008|.4305556|.6228448|1|1
1978|21|"radicalness"|46|.4563559|.3105513|1.711946|.0471311|0|0|0|.1764706|.4722222|.6818182|.8979592|1|1
1978|23|"radicalness"|117|.2657615|.2278318|2.628321|.5985595|0|0|0|.0615385|.2272727|.4444444|.5760869|.7857143|1
1978|24|"radicalness"|54|.255778|.224757|2.753167|.7118843|0|0|0|.0714286|.2071429|.4|.5342466|.8333333|.8333333
1978|25|"radicalness"|189|.2583409|.2602803|3.099031|.8844639|0|0|0|0|.2|.4285714|.6111111|1|1
1978|26|"radicalness"|110|.2248345|.2415325|3.880909|1.153403|0|0|0|0|.1666667|.375|.5584416|1|1
1978|27|"radicalness"|69|.3310707|.2421716|2.990626|.6302232|0|0|0|.1428571|.3076923|.5|.6333333|1|1
1978|28|"radicalness"|91|.2910546|.2797309|2.384548|.6948068|0|0|0|0|.25|.5|.6923077|.96|.96
1978|29|"radicalness"|154|.2772036|.2466456|2.812047|.74634|0|0|0|.0769231|.2142857|.4545455|.625|1|1
1978|30|"radicalness"|100|.3124753|.2426212|2.74462|.544659|0|0|0|.125|.2928922|.4660634|.6339286|.9565217|1
1978|31|"radicalness"|147|.2243377|.2422267|3.215065|1.027203|0|0|0|0|.1666667|.368421|.5833333|.8571429|1
1978|32|"radicalness"|133|.2164182|.2352916|3.752336|1.126564|0|0|0|0|.1666667|.3333333|.5555556|.875|1
1978|33|"radicalness"|50|.1858025|.2522783|3.901159|1.379195|0|0|0|0|.0909091|.3333333|.626087|.9166667|.9166667
1978|34|"radicalness"|30|.3674857|.2620958|1.808154|.0521028|0|0|0|.1111111|.3730769|.6153846|.6833333|.875|.875
1978|35|"radicalness"|140|.2370269|.2429874|3.555663|1.058858|0|0|0|0|.1764706|.3775|.5735786|1|1
1979|1|"radicalness"|662|.2469512|.2507082|3.044612|.9200201|0|0|0|0|.1695402|.4090909|.6153846|1|1
1979|2|"radicalness"|285|.2238008|.2397786|3.672752|1.107709|0|0|0|0|.1538462|.3529412|.6|1|1
1979|3|"radicalness"|177|.2288699|.2446736|3.413963|.9755188|0|0|0|0|.1818182|.375|.5882353|1|1
1979|4|"radicalness"|63|.2721921|.2734461|2.809805|.8532793|0|0|0|0|.1875|.5|.6666667|1|1
1979|5|"radicalness"|132|.2881477|.2487016|2.785524|.7191734|0|0|0|.0714286|.25|.4409722|.6666667|.9|1
1979|6|"radicalness"|224|.2313931|.2317235|3.624961|1.023164|0|0|0|0|.1839323|.375|.5454546|1|1
1979|7|"radicalness"|3|.3472222|.1463285|1.5|.1728005|.2083333|.2083333|.2083333|.2083333|.3333333|.5|.5|.5|.5
1979|8|"radicalness"|229|.1751588|.2124054|5.093381|1.504153|0|0|0|0|.1|.2758621|.5|.9|1
1979|9|"radicalness"|349|.2361874|.2239403|3.245964|.9139245|0|0|0|0|.2|.35|.5714286|.8235294|1
1979|10|"radicalness"|490|.2867563|.2469269|2.778252|.6633813|0|0|0|.0625|.25|.4444444|.6666667|1|1
1979|11|"radicalness"|74|.2893095|.2279976|2.077739|.2380585|0|0|0|.0625|.2857143|.4444444|.6|.8333333|.8333333
1979|12|"radicalness"|160|.3455901|.3044219|2.043038|.4202558|0|0|0|0|.3333333|.5872211|.7888889|1|1
1979|13|"radicalness"|346|.2349119|.2340524|3.349644|.9883484|0|0|0|0|.1666667|.375|.5714286|.875|1
1979|14|"radicalness"|1329|.2096793|.2464268|4.174788|1.302063|0|0|0|0|.125|.3333333|.55|1|1
1979|15|"radicalness"|114|.2846006|.2681677|2.631036|.7478957|0|0|0|0|.218254|.4545455|.6875|.9473684|1
1979|16|"radicalness"|369|.1821908|.2511972|5.083215|1.632055|0|0|0|0|.0666667|.2941177|.5384616|1|1
1979|17|"radicalness"|828|.2640822|.2404049|3.174157|.870454|0|0|0|.0588235|.2222222|.4104278|.6111111|1|1
1979|18|"radicalness"|109|.3212286|.2439912|2.45938|.4275981|0|0|0|.125|.3157895|.5|.6666667|.9047619|1
1979|19|"radicalness"|563|.3431342|.2869505|2.155533|.4385543|0|0|0|.0714286|.3235294|.5555556|.75|1|1
1979|20|"radicalness"|428|.2430235|.2286842|3.170653|.9224319|0|0|0|.0477273|.1818182|.3827839|.6|.8571429|1
1979|21|"radicalness"|255|.3586453|.2655765|2.19003|.2400165|0|0|0|.125|.372549|.5535714|.7|1|1
1979|23|"radicalness"|378|.2849045|.243873|2.637244|.6149815|0|0|0|.0681818|.25|.4736842|.6315789|1|1
1979|24|"radicalness"|156|.2963389|.2275591|2.614785|.5152798|0|0|0|.1111111|.2763636|.5|.5882353|.9|1
1979|25|"radicalness"|508|.2209779|.2375329|3.049223|.9311615|0|0|0|0|.1639785|.3693182|.5714286|.8333333|1
1979|26|"radicalness"|431|.2838817|.255669|2.991544|.7820513|0|0|0|0|.25|.45|.6666667|1|1
1979|27|"radicalness"|334|.2722701|.245679|3.277602|.9410443|0|0|0|.0769231|.2142857|.4166667|.6153846|1|1
1979|28|"radicalness"|418|.2699732|.2738224|2.833939|.8511545|0|0|0|0|.2222222|.4285714|.7|1|1
1979|29|"radicalness"|518|.2651862|.2454524|3.05831|.859168|0|0|0|.04|.2142857|.4|.625|.95|1
1979|30|"radicalness"|306|.3104314|.2379973|2.600332|.5340968|0|0|0|.1176471|.2905722|.5|.6470588|.875|1
1979|31|"radicalness"|500|.2608441|.2394325|3.29331|.9290983|0|0|0|.0625|.2|.4|.6208445|1|1
1979|32|"radicalness"|434|.2334041|.2406371|3.124313|.9260747|0|0|0|0|.1715686|.4|.6|1|1
1979|33|"radicalness"|214|.1974917|.2403163|3.794177|1.198902|0|0|0|0|.1225|.3333333|.5384616|.9230769|1
1979|34|"radicalness"|174|.2836717|.2684526|2.866637|.7896334|0|0|0|0|.25|.4615385|.6666667|1|1
1979|35|"radicalness"|497|.2446052|.2461545|3.144348|.9640678|0|0|0|0|.1818182|.4117647|.6|.9230769|1
1980|1|"radicalness"|1198|.2230319|.2382789|3.43084|1.043647|0|0|0|0|.1666667|.3478261|.5714286|.9411765|1
1980|2|"radicalness"|506|.2419903|.2353483|3.213779|.9599807|0|0|0|0|.2|.375|.6|.875|1
1980|3|"radicalness"|364|.2654763|.2555433|3.209951|.8689067|0|0|0|0|.2204861|.4258242|.625|1|1
1980|4|"radicalness"|134|.2977692|.2594044|2.361042|.5157803|0|0|0|.03125|.2970588|.5|.6666667|.9|1
1980|5|"radicalness"|258|.3094475|.2848362|2.312933|.6064749|0|0|0|0|.25|.5|.7222222|1|1
1980|6|"radicalness"|437|.2533269|.2364451|3.105624|.8131933|0|0|0|0|.2173913|.4074074|.5714286|.9285714|1
1980|7|"radicalness"|5|.5481045|.2764235|1.455687|.1866927|.2592593|.2592593|.2592593|.3095238|.5217391|.75|.9|.9|.9
1980|8|"radicalness"|458|.1651133|.2121734|5.895907|1.66711|0|0|0|0|.0808163|.2727273|.4375|1|1
1980|9|"radicalness"|659|.2719016|.2484495|2.665168|.6824736|0|0|0|0|.2380952|.4444444|.625|.9473684|1
1980|10|"radicalness"|939|.2985345|.2583174|2.804416|.6758112|0|0|0|.0625|.2631579|.4705882|.6666667|1|1
1980|11|"radicalness"|100|.2717256|.2409827|2.781515|.682273|0|0|0|.0540936|.2583333|.4409722|.6442688|.9285714|1
1980|12|"radicalness"|246|.3467147|.2669371|2.244344|.3584911|0|0|0|.1111111|.3510489|.5|.75|1|1
1980|13|"radicalness"|561|.2755621|.2376317|3.033109|.7595451|0|0|0|.0769231|.2380952|.4285714|.6|1|1
1980|14|"radicalness"|1664|.2120989|.248478|3.956308|1.258841|0|0|0|0|.125|.3333333|.5714286|1|1
1980|15|"radicalness"|246|.2748384|.2710039|2.802989|.8405557|0|0|0|0|.2086957|.4722222|.7|1|1
1980|16|"radicalness"|443|.1870789|.2369267|4.390609|1.391719|0|0|0|0|.0952381|.3125|.5555556|1|1
1980|17|"radicalness"|1025|.2595984|.2502628|3.111072|.8693826|0|0|0|0|.2222222|.4137931|.625|1|1
1980|18|"radicalness"|162|.3479936|.2617331|2.653913|.5869454|0|0|0|.1666667|.30625|.5|.7777778|1|1
1980|19|"radicalness"|908|.28215|.2696722|2.61111|.7356074|0|0|0|0|.2307692|.4705882|.6785714|1|1
1980|20|"radicalness"|723|.2748078|.2404944|2.850521|.703734|0|0|0|.0666667|.25|.45|.6111111|1|1
1980|21|"radicalness"|386|.3558108|.2724729|2.300346|.3860219|0|0|0|.125|.3333333|.5555556|.75|1|1
1980|23|"radicalness"|705|.2807562|.2391223|2.914151|.7073658|0|0|0|.0714286|.25|.4166667|.6206896|.9230769|1
1980|24|"radicalness"|243|.3072193|.2308536|2.775992|.6280687|0|0|0|.125|.2666667|.4615385|.6363636|.9230769|1
1980|25|"radicalness"|749|.2375732|.246826|3.545691|1.065102|0|0|0|0|.1818182|.375|.6|1|1
1980|26|"radicalness"|634|.2773703|.2596281|2.893372|.8012681|0|0|0|0|.2307692|.44|.6666667|1|1
1980|27|"radicalness"|615|.2638797|.2462338|3.274842|.9184717|0|0|0|.0555556|.2083333|.4|.6111111|1|1
1980|28|"radicalness"|690|.2652797|.2685347|2.842625|.8457507|0|0|0|0|.2034483|.4383562|.6666667|1|1
1980|29|"radicalness"|872|.2327452|.2379774|3.210552|.9892374|0|0|0|0|.1666667|.3693957|.6|.875|1
1980|30|"radicalness"|469|.3273027|.2479244|2.725113|.586377|0|0|0|.125|.3|.5|.6666667|1|1
1980|31|"radicalness"|769|.2539988|.2405124|3.165607|.8953854|0|0|0|0|.2|.4|.625|1|1
1980|32|"radicalness"|694|.2116267|.2379648|3.480799|1.096093|0|0|0|0|.1428571|.3333333|.5714286|.9|1
1980|33|"radicalness"|341|.1864644|.2331875|3.75361|1.224921|0|0|0|0|.1|.3333333|.5|.9|1
1980|34|"radicalness"|345|.262161|.2787229|2.842625|.8999027|0|0|0|0|.2|.4545455|.6923077|1|1
1980|35|"radicalness"|731|.2539855|.2552976|3.009451|.8940109|0|0|0|0|.2|.4285714|.6153846|1|1
1981|1|"radicalness"|1521|.2368063|.2462359|3.224888|.9571325|0|0|0|0|.1818182|.3888889|.6|1|1
1981|2|"radicalness"|684|.2419983|.2392513|3.238027|.9587918|0|0|0|0|.1679487|.4|.6|.95|1
1981|3|"radicalness"|432|.3045856|.2625509|2.438354|.5613384|0|0|0|.0513158|.2535714|.5|.6875|1|1
1981|4|"radicalness"|122|.2759029|.2268675|3.013008|.6404429|0|0|0|.0588235|.25|.4|.5555556|.8333333|1
1981|5|"radicalness"|323|.3003726|.2723406|2.718984|.7391855|0|0|0|.0434783|.25|.4583333|.7|1|1
1981|6|"radicalness"|579|.2383656|.2477937|3.158371|.9333203|0|0|0|0|.1785714|.4|.6|1|1
1981|7|"radicalness"|4|.6614583|.3910068|1.001892|-.0014191|.3125|.3125|.3125|.3229167|.6666667|1|1|1|1
1981|8|"radicalness"|495|.1513405|.2041981|5.85529|1.673445|0|0|0|0|.0588235|.25|.4285714|.9285714|1
1981|9|"radicalness"|732|.2589051|.2581044|2.95137|.8607844|0|0|0|0|.2|.4285714|.6315789|1|1
1981|10|"radicalness"|1147|.2996495|.2558176|2.582186|.599457|0|0|0|.0714286|.2631579|.5|.6666667|1|1
1981|11|"radicalness"|143|.2561611|.2128167|3.37449|.8020298|0|0|0|.0833333|.25|.4|.5384616|.8421053|1
1981|12|"radicalness"|340|.3429416|.2586294|2.503136|.4729924|0|0|0|.1403941|.3284314|.5171428|.6923077|1|1
1981|13|"radicalness"|712|.2840385|.2321651|2.73533|.6293542|0|0|0|.0909091|.25|.4285714|.6153846|.8571429|1
1981|14|"radicalness"|1980|.2045745|.2484497|4.492|1.413429|0|0|0|0|.1142857|.3333333|.5600961|1|1
1981|15|"radicalness"|304|.2767748|.2630805|2.605359|.7539796|0|0|0|.0142857|.2094298|.4666667|.6666667|1|1
1981|16|"radicalness"|590|.2065597|.2516254|3.988367|1.293568|0|0|0|0|.1176471|.3333333|.5888495|1|1
1981|17|"radicalness"|1250|.2448452|.246454|3.349302|.9895843|0|0|0|0|.1835017|.3928571|.6|1|1
1981|18|"radicalness"|243|.3300874|.2589355|2.42808|.452649|0|0|0|.1111111|.3333333|.5|.6666667|1|1
1981|19|"radicalness"|1000|.3099503|.2743916|2.346683|.5567685|0|0|0|0|.2727273|.5|.7142857|1|1
1981|20|"radicalness"|755|.2545573|.2337497|3.186325|.8575687|0|0|0|.0526316|.2|.4166667|.5789474|1|1
1981|21|"radicalness"|542|.3436884|.2762614|2.351792|.4588968|0|0|0|.1|.3333333|.5333334|.7391304|1|1
1981|23|"radicalness"|867|.2721593|.2368107|2.853913|.7470562|0|0|0|.0714286|.2307692|.4210526|.625|.8888889|1
1981|24|"radicalness"|320|.2673545|.2421901|2.820423|.7166955|0|0|0|0|.2222222|.4444444|.6153846|1|1
1981|25|"radicalness"|935|.2360701|.2536281|3.260055|.9999605|0|0|0|0|.1666667|.4|.5925926|1|1
1981|26|"radicalness"|872|.2736456|.2551925|2.723863|.7082099|0|0|0|0|.25|.4309524|.6363636|1|1
1981|27|"radicalness"|837|.2601052|.2359015|3.133282|.8475661|0|0|0|.0588235|.2222222|.4|.5882353|.9310345|1
1981|28|"radicalness"|883|.2820186|.2758511|2.444092|.6850498|0|0|0|0|.2307692|.5|.7|1|1
1981|29|"radicalness"|1084|.2339311|.2480071|3.398893|1.069573|0|0|0|0|.1666667|.375|.6170213|.9583333|1
1981|30|"radicalness"|722|.3395318|.2619643|2.582002|.5699828|0|0|0|.1333333|.297541|.5172414|.7|1|1
1981|31|"radicalness"|1031|.2292807|.2290774|3.396135|.9747926|0|0|0|0|.1666667|.375|.5625|.9|1
1981|32|"radicalness"|975|.2324665|.2483791|3.367646|1.042554|0|0|0|0|.1666667|.375|.6|1|1
1981|33|"radicalness"|415|.1858299|.2204212|3.688072|1.18107|0|0|0|0|.125|.3043478|.5|.8|1
1981|34|"radicalness"|480|.2493207|.2683672|3.407035|1.033455|0|0|0|0|.2|.409586|.6|1|1
1981|35|"radicalness"|942|.2600613|.2556343|3.051283|.8930199|0|0|0|0|.2|.4166667|.6428571|1|1
1982|1|"radicalness"|1722|.2271363|.2440697|3.083631|.9592018|0|0|0|0|.1606452|.3846154|.6|.8888889|1
1982|2|"radicalness"|944|.2302379|.2422187|3.524422|1.07062|0|0|0|0|.1666667|.368421|.6|1|1
1982|3|"radicalness"|461|.2987087|.2744597|2.776341|.7427245|0|0|0|0|.25|.5|.6666667|1|1
1982|4|"radicalness"|127|.3347584|.2755956|2.665717|.5661687|0|0|0|.0769231|.2857143|.5|.7142857|1|1
1982|5|"radicalness"|388|.3153296|.2619572|2.396764|.4557957|0|0|0|.0217391|.3333333|.5|.6842105|1|1
1982|6|"radicalness"|679|.232016|.2633352|3.217516|1.042884|0|0|0|0|.1333333|.4|.6428571|1|1
1982|7|"radicalness"|7|.4495333|.3644926|1.485175|-.1848616|0|0|0|0|.5|.8372093|.8571429|.8571429|.8571429
1982|8|"radicalness"|629|.1491698|.206198|4.858586|1.540689|0|0|0|0|.0454545|.25|.4761905|.8333333|1
1982|9|"radicalness"|912|.2547567|.2505337|2.876943|.8583008|0|0|0|0|.2|.4|.6538461|.962963|1
1982|10|"radicalness"|1428|.2914168|.2539226|2.791939|.7106607|0|0|0|.0714286|.25|.4585714|.65|1|1
1982|11|"radicalness"|146|.2628322|.2305585|3.627414|.9540823|0|0|0|.0909091|.2416667|.3870968|.5454546|1|1
1982|12|"radicalness"|416|.3480861|.2606896|2.34562|.4211828|0|0|0|.1428571|.3333333|.5384616|.7142857|1|1
1982|13|"radicalness"|951|.2744542|.2342979|2.772568|.6850432|0|0|0|.075|.2380952|.4285714|.6|.8888889|1
1982|14|"radicalness"|2036|.2144258|.2510664|3.959549|1.267623|0|0|0|0|.125|.3333333|.5833333|1|1
1982|15|"radicalness"|362|.2838373|.2644852|2.939344|.8378322|0|0|0|.0333333|.2307692|.4666667|.6666667|1|1
1982|16|"radicalness"|639|.2045608|.2600038|4.026985|1.332148|0|0|0|0|.0967742|.3333333|.6|1|1
1982|17|"radicalness"|1292|.2680487|.2510646|2.888272|.8150027|0|0|0|.0298574|.2158385|.4285714|.6363636|1|1
1982|18|"radicalness"|283|.2916208|.2617701|2.563351|.6614218|0|0|0|.0571429|.25|.5|.6363636|1|1
1982|19|"radicalness"|1120|.3039048|.2716351|2.491719|.624755|0|0|0|0|.25|.5|.6842105|1|1
1982|20|"radicalness"|923|.2566931|.2441139|2.896132|.8352984|0|0|0|0|.2|.4|.625|.8947368|1
1982|21|"radicalness"|505|.3410675|.2664288|2.356026|.4220909|0|0|0|.1111111|.3333333|.5357143|.6923077|1|1
1982|23|"radicalness"|914|.278263|.2429788|2.786818|.7177239|0|0|0|.0666667|.2358289|.4444444|.625|1|1
1982|24|"radicalness"|321|.2703726|.241302|2.72828|.7247193|0|0|0|.0588235|.2352941|.4285714|.6363636|.9|1
1982|25|"radicalness"|1124|.2375755|.2448009|3.444782|1.013651|0|0|0|0|.1889881|.3798077|.6|1|1
1982|26|"radicalness"|1030|.2796871|.256144|2.692405|.709861|0|0|0|0|.2440476|.4545455|.6666667|1|1
1982|27|"radicalness"|1064|.2633429|.2395492|2.963414|.7892777|0|0|0|.0470653|.2142857|.4188597|.6111111|1|1
1982|28|"radicalness"|963|.2670244|.2576287|2.703763|.7616886|0|0|0|0|.2153846|.4285714|.65|.952381|1
1982|29|"radicalness"|1364|.2450216|.2448788|3.170134|.9332119|0|0|0|0|.2|.4|.6|.9615384|1
1982|30|"radicalness"|664|.3344087|.2452343|2.639604|.5410957|0|0|0|.1428571|.2941177|.5|.6666667|1|1
1982|31|"radicalness"|1163|.2343142|.2342284|3.439346|.9980567|0|0|0|0|.1785714|.375|.5714286|.95|1
1982|32|"radicalness"|1100|.2302679|.2462942|3.522812|1.059414|0|0|0|0|.1666667|.3964286|.575188|1|1
1982|33|"radicalness"|488|.1870244|.2349311|3.826351|1.243619|0|0|0|0|.0909091|.3333333|.5384616|.9|1
1982|34|"radicalness"|542|.2613709|.2633768|2.720526|.7933175|0|0|0|0|.2|.4375|.6666667|1|1
1982|35|"radicalness"|1043|.2623796|.2584636|2.927877|.8464164|0|0|0|0|.2142857|.4102564|.6363636|1|1
1983|1|"radicalness"|1866|.2224677|.2497373|3.441907|1.093766|0|0|0|0|.1428571|.375|.6|1|1
1983|2|"radicalness"|1235|.2502098|.2510032|3.401794|1.015389|0|0|0|0|.1875|.4|.6111111|1|1
1983|3|"radicalness"|557|.3010847|.2659099|2.508032|.6195918|0|0|0|0|.25|.5|.68|1|1
1983|4|"radicalness"|205|.3087389|.257011|2.524251|.5271676|0|0|0|.0833333|.3|.5|.6666667|1|1
1983|5|"radicalness"|445|.2813635|.2591982|2.550392|.6223446|0|0|0|0|.25|.4761905|.6315789|1|1
1983|6|"radicalness"|773|.2466454|.2643569|2.921335|.9251993|0|0|0|0|.1666667|.4166667|.6666667|1|1
