filing|tech_field|variable|patents|mean|std_dev|kurtosis|skewness|min|p1|p10|p25|p50|p75|p90|p99|max
1994|35|"bwd_cits"|2016|5.076885|2.663519|6.546247|1.39403|0|1|2|3|5|6|9|14|21
1995|1|"bwd_cits"|3691|4.517746|2.862598|16.04575|2.403459|0|0|2|3|4|6|8|14|36
1995|2|"bwd_cits"|2766|4.708243|3.218367|19.69534|2.518265|0|0|2|3|4|6|8|16|46
1995|3|"bwd_cits"|2208|3.872736|2.882319|16.78978|2.634183|0|0|1|2|3|5|7|14|31
1995|4|"bwd_cits"|1101|3.139873|2.356897|11.13647|1.910148|0|0|1|2|3|4|6|10|21
1995|5|"bwd_cits"|823|3.696233|2.277056|9.079749|1.625426|0|0|1|2|3|5|6|12|20
1995|6|"bwd_cits"|2860|3.243007|2.58159|13.19606|2.161779|0|0|1|2|3|4|6|12|30
1995|7|"bwd_cits"|97|4.443299|4.862632|31.27571|4.393454|0|0|0|2|4|6|9|40|40
1995|8|"bwd_cits"|1482|3.884615|3.184117|43.25204|4.393225|0|0|1|2|3|5|7|15|43
1995|9|"bwd_cits"|2669|5.469839|8.457825|255.1976|12.50205|0|0|1|2|4|6|9|37|214
1995|10|"bwd_cits"|2930|4.53686|3.00861|27.87151|3.057083|0|0|2|3|4|6|8|15|42
1995|11|"bwd_cits"|393|4.109415|3.588635|18.27958|2.912517|0|0|1|2|4|5|7|22|31
1995|12|"bwd_cits"|940|5.070213|3.410403|12.5503|2.161292|0|0|2|3|5|6|9|18|33
1995|13|"bwd_cits"|3319|6.104549|4.534401|95.35487|6.402946|0|1|2|4|5|7|10|20|93
1995|14|"bwd_cits"|3277|4.404638|4.637252|233.1287|9.884643|0|0|1|2|3|5|8|21|139
1995|15|"bwd_cits"|2278|3.337138|4.236585|77.69867|6.643678|0|0|0|1|2|4|7|21|74
1995|16|"bwd_cits"|3024|3.820436|3.403774|22.23313|3.02289|0|0|1|2|3|5|8|17|45
1995|17|"bwd_cits"|2394|5.620301|6.698942|406.4702|14.28479|0|0|2|3|4|7|11|27|215
1995|18|"bwd_cits"|662|5.456193|3.683842|32.65998|3.219832|0|0|2|3|5|7|10|17|49
1995|19|"bwd_cits"|2271|6.020256|7.069107|173.8979|10.19262|0|0|2|3|5|7|10|29|161
1995|20|"bwd_cits"|1391|4.926672|3.504829|21.44884|3.093|0|0|2|3|4|6|9|17|35
1995|21|"bwd_cits"|1085|5.236866|4.138752|17.34528|2.677996|0|0|1|3|4|7|10|20|44
1995|22|"bwd_cits"|5|4.8|2.774887|1.779474|-.1632576|1|1|1|4|4|7|8|8|8
1995|23|"bwd_cits"|1925|5.228052|3.252928|11.52147|2.114214|0|1|2|3|5|6|9|17|29
1995|24|"bwd_cits"|961|5.100936|2.793446|10.58581|1.955573|0|0|2|3|5|6|8|17|25
1995|25|"bwd_cits"|2399|5.004585|2.848477|7.286036|1.548342|0|1|2|3|5|6|8|15|24
1995|26|"bwd_cits"|1846|5.082882|2.9082|9.301269|1.782571|0|1|2|3|5|6|9|15|27
1995|27|"bwd_cits"|1651|5.251363|2.980409|15.10113|2.289788|0|1|2|3|5|6|9|16|37
1995|28|"bwd_cits"|2386|5.408634|5.023909|51.73041|5.326901|0|0|2|3|4|6|10|25|77
1995|29|"bwd_cits"|2393|5.591726|3.472907|19.44058|2.608952|0|1|2|3|5|7|10|17|45
1995|30|"bwd_cits"|924|5.079004|2.880659|7.189847|1.668861|0|1|2|3|4|6|9|15|21
1995|31|"bwd_cits"|2257|5.32654|3.214436|22.93863|3.238546|0|1|3|3|5|6|9|19|36
1995|32|"bwd_cits"|2598|5.101232|2.99585|15.37359|2.366623|0|1|2|3|4|6|9|16|38
1995|33|"bwd_cits"|1190|5.060504|2.780087|9.18302|1.736744|0|1|2|3|5|6|8|14|23
1995|34|"bwd_cits"|1106|5.435805|3.284675|24.03962|2.995748|0|1|2|3|5|7|9|17|41
1995|35|"bwd_cits"|2072|5.16361|2.922096|7.806877|1.612688|0|1|2|3|5|6|9|15|25
1996|1|"bwd_cits"|4134|4.286889|2.651267|20.88047|2.539238|0|0|2|3|4|5|7|13|42
1996|2|"bwd_cits"|3198|4.506879|2.983918|10.84099|1.92922|0|0|2|3|4|6|8|15|32
1996|3|"bwd_cits"|2497|3.740889|2.533854|18.75341|2.354254|0|0|1|2|3|5|7|12|34
1996|4|"bwd_cits"|1443|3.472626|2.518402|10.88564|1.920833|0|0|1|2|3|5|6|13|25
1996|5|"bwd_cits"|1001|3.596404|2.34541|12.88811|1.96427|0|0|1|2|3|5|6|12|25
1996|6|"bwd_cits"|3111|3.231115|2.475658|10.74149|1.860744|0|0|1|2|3|4|6|11|26
1996|7|"bwd_cits"|174|4.511494|3.216177|4.791371|1.106484|0|0|1|2|4|6|8|16|17
1996|8|"bwd_cits"|1623|3.874923|2.639874|9.639058|1.831645|0|0|1|2|3|5|7|13|22
1996|9|"bwd_cits"|2622|5.078566|9.084868|438.4647|16.98353|0|0|1|2|4|5|8|43|288
1996|10|"bwd_cits"|3079|4.550503|2.795377|10.10563|1.866192|0|0|2|3|4|6|8|15|27
1996|11|"bwd_cits"|437|3.860412|3.158099|13.97553|2.521879|0|0|1|2|4|5|7|17|24
1996|12|"bwd_cits"|991|5.25328|3.034387|10.3988|1.885303|0|1|2|3|5|7|9|16|28
1996|13|"bwd_cits"|3696|5.887987|3.698283|20.52562|2.720534|0|1|2|4|5|7|10|19|54
1996|14|"bwd_cits"|3345|4.164424|3.701786|44.8856|4.506728|0|0|1|2|3|5|8|17|61
1996|15|"bwd_cits"|2549|3.340526|3.4169|30.09004|3.757775|0|0|0|1|3|4|7|15|46
1996|16|"bwd_cits"|3565|3.831978|3.377168|28.57881|3.462331|0|0|1|2|3|5|7|16|43
1996|17|"bwd_cits"|2589|4.948243|4.140736|21.42889|3.263488|0|0|2|3|4|6|9|21|47
1996|18|"bwd_cits"|659|5.397572|3.491596|9.083748|1.747222|0|0|2|3|5|7|9|18|28
1996|19|"bwd_cits"|2430|5.543622|5.867793|178.8041|9.765088|0|0|2|3|4|7|10|24|145
1996|20|"bwd_cits"|1515|4.675248|3.374884|31.02379|3.598131|0|0|2|3|4|6|8|16|45
1996|21|"bwd_cits"|1155|4.645021|3.198307|9.280653|1.869489|0|0|2|3|4|6|8|16|26
1996|22|"bwd_cits"|7|5.571429|2.819997|1.516279|.1356471|2|2|2|3|5|9|9|9|9
1996|23|"bwd_cits"|2025|5.172346|3.335405|28.52597|3.221828|0|1|2|3|5|6|9|16|48
1996|24|"bwd_cits"|960|4.830208|2.91294|14.01285|2.170793|0|0|2|3|4|6|8|15|31
1996|25|"bwd_cits"|2551|5.067817|3.208156|19.54564|2.727062|0|1|2|3|4|6|8|16|44
1996|26|"bwd_cits"|2025|4.903704|3.493799|285.1275|10.90264|0|0|2|3|4|6|8|14|101
1996|27|"bwd_cits"|1929|4.880767|2.648551|6.649304|1.418018|0|1|2|3|4|6|8|14|22
1996|28|"bwd_cits"|2597|4.891413|3.899517|42.25345|4.729265|0|0|2|3|4|6|8|18|53
1996|29|"bwd_cits"|2475|5.689697|3.759423|29.20814|3.281235|0|1|2|3|5|7|10|17|58
1996|30|"bwd_cits"|976|4.926229|2.887407|6.719164|1.502607|0|0|2|3|4|6|9|16|23
1996|31|"bwd_cits"|2351|5.104636|2.710598|20.16935|2.48007|0|1|2|3|5|6|8|14|40
1996|32|"bwd_cits"|3176|4.902078|2.963747|17.52683|2.55722|0|1|2|3|4|6|8|15|38
1996|33|"bwd_cits"|1289|4.94647|2.929199|19.61677|2.685502|0|1|2|3|4|6|8|15|35
1996|34|"bwd_cits"|1230|5.625203|4.11216|52.05423|4.845546|0|1|2|3|5|7|10|18|66
1996|35|"bwd_cits"|2169|5.319041|3.218319|28.67119|3.072814|0|1|2|3|5|7|9|17|50
1997|1|"bwd_cits"|4761|4.322411|2.614363|11.23815|1.941272|0|0|2|3|4|5|7|14|29
1997|2|"bwd_cits"|3503|4.300314|2.816695|7.538094|1.482174|0|0|1|2|4|6|8|13|27
1997|3|"bwd_cits"|3338|3.819653|2.361122|9.147917|1.612145|0|0|1|2|4|5|6|12|22
1997|4|"bwd_cits"|1924|3.445426|2.600979|25.0528|2.641742|0|0|1|2|3|5|6|12|39
1997|5|"bwd_cits"|974|3.431211|2.039913|4.3482|.8533005|0|0|1|2|3|4|6|10|13
1997|6|"bwd_cits"|3503|3.297459|2.689428|20.31234|2.643874|0|0|1|2|3|4|6|12|35
1997|7|"bwd_cits"|228|4.43421|3.261046|5.552601|1.389671|0|0|1|2|4|6|9|17|18
1997|8|"bwd_cits"|1852|4.034557|2.851236|14.00784|2.315423|0|0|1|2|4|5|7|14|30
1997|9|"bwd_cits"|2842|4.47748|4.883113|354.8506|13.45237|0|0|1|2|4|5|8|18|157
1997|10|"bwd_cits"|3551|4.516474|2.658751|11.21672|1.851474|0|0|2|3|4|6|8|13|30
1997|11|"bwd_cits"|474|3.85865|3.06709|17.41861|2.698156|0|0|1|2|3|5|7|14|27
1997|12|"bwd_cits"|1202|5.119801|2.983266|8.642951|1.630615|0|0|2|3|5|6|9|16|26
1997|13|"bwd_cits"|4243|6.162149|3.807312|14.64806|2.306318|0|1|3|4|5|8|11|19|45
1997|14|"bwd_cits"|3896|4.12885|3.443262|30.85307|3.56056|0|0|1|2|3|5|8|18|58
1997|15|"bwd_cits"|2894|3.458535|5.654609|157.6189|10.47609|0|0|0|1|2|4|7|19|117
1997|16|"bwd_cits"|4061|4.095543|4.090567|119.9724|6.877949|0|0|1|2|3|5|8|17|107
1997|17|"bwd_cits"|2660|4.327068|2.843641|11.33471|2.051264|0|0|2|3|4|5|8|14|28
1997|18|"bwd_cits"|739|5.508796|3.886725|28.86907|3.043363|0|0|2|3|5|7|10|17|51
1997|19|"bwd_cits"|2695|5.166605|3.722471|25.13203|3.278318|0|0|2|3|4|6|9|18|45
1997|20|"bwd_cits"|1603|4.478478|2.755089|6.123007|1.305184|0|0|1|3|4|6|8|14|20
1997|21|"bwd_cits"|1258|4.771065|3.854356|68.83213|5.195851|0|0|1|3|4|6|9|18|69
1997|22|"bwd_cits"|8|5.375|2.973094|4.187903|1.528186|3|3|3|3.5|4.5|6|12|12|12
1997|23|"bwd_cits"|2175|5.005517|3.456786|166.7885|7.910401|0|1|2|3|4|6|8|16|89
1997|24|"bwd_cits"|1063|5.062088|3.418392|94.36076|6.495082|0|1|2|3|4|6|8|15|63
1997|25|"bwd_cits"|2855|5.018564|3.133002|21.44924|2.835116|0|1|2|3|4|6|8|16|40
1997|26|"bwd_cits"|2226|4.667116|2.810281|8.585988|1.560998|0|0|2|3|4|6|8|14|28
1997|27|"bwd_cits"|2086|5.168264|2.961134|17.3135|2.35874|0|1|2|3|5|6|9|15|39
1997|28|"bwd_cits"|2676|4.676009|2.840567|22.98502|2.722352|0|0|2|3|4|6|8|15|44
1997|29|"bwd_cits"|2669|5.550394|3.385328|10.31111|1.930939|0|0|2|3|5|7|10|19|32
1997|30|"bwd_cits"|1137|5.4292|3.569303|103.9867|6.281134|0|0|2|3|5|7|9|15|71
1997|31|"bwd_cits"|2683|5.27432|2.95833|15.14769|2.363088|0|1|2|3|5|6|9|16|34
1997|32|"bwd_cits"|3638|5.1105|3.18539|27.00068|3.123138|0|1|2|3|4|6|8|17|53
1997|33|"bwd_cits"|1468|5.123297|2.931934|18.27495|2.488932|0|1|2|3|5|6|9|15|37
1997|34|"bwd_cits"|1371|5.320204|3.150997|7.690841|1.630024|0|0|2|3|5|7|9|16|26
1997|35|"bwd_cits"|2565|5.189864|3.110581|13.73515|2.249409|0|1|2|3|5|6|9|16|36
1998|1|"bwd_cits"|5559|4.349343|2.841171|30.98149|3.266757|0|0|2|3|4|5|7|14|44
1998|2|"bwd_cits"|3792|4.331751|2.792133|7.356439|1.511474|0|0|1|2|4|6|8|14|26
1998|3|"bwd_cits"|4131|3.816025|2.39896|10.87823|1.755419|0|0|1|2|3|5|7|12|26
1998|4|"bwd_cits"|2582|3.520527|2.551478|12.38573|2.139379|0|0|1|2|3|5|6|13|23
1998|5|"bwd_cits"|1116|3.408602|2.119243|8.568545|1.506395|0|0|1|2|3|4|6|11|17
1998|6|"bwd_cits"|4109|3.254563|2.446493|9.440734|1.713068|0|0|1|2|3|4|6|12|26
1998|7|"bwd_cits"|316|4.772152|3.438159|5.657112|1.420351|0|0|1|3|4|6|9|15|21
1998|8|"bwd_cits"|2143|4.048063|2.865165|12.38041|2.124449|0|0|1|2|4|5|7|14|30
1998|9|"bwd_cits"|3164|4.048989|2.645776|15.89544|2.255835|0|0|1|2|4|5|7|14|37
1998|10|"bwd_cits"|3961|4.596819|3.231205|162.601|7.652125|0|0|2|3|4|6|8|14|82
1998|11|"bwd_cits"|578|4.399654|3.434628|13.79659|2.40897|0|0|1|2|4|6|8|23|27
1998|12|"bwd_cits"|1327|5.192163|3.256274|25.39789|2.693753|0|0|2|3|5|7|9|15|47
1998|13|"bwd_cits"|4741|6.406876|3.878213|10.98578|1.923701|0|1|3|4|5|8|11|19|44
1998|14|"bwd_cits"|3881|4.03092|3.173435|16.40346|2.546941|0|0|1|2|3|5|8|16|40
1998|15|"bwd_cits"|3643|3.603623|5.135389|168.4146|9.091066|0|0|0|1|3|4|7|23|140
1998|16|"bwd_cits"|4745|4.044468|4.152947|67.52302|5.881701|0|0|1|2|3|5|8|18|69
1998|17|"bwd_cits"|2735|4.287386|2.940281|16.15714|2.506228|0|0|2|2|4|5|8|15|36
1998|18|"bwd_cits"|789|5.275032|3.423811|21.07361|2.495569|0|0|2|3|5|7|9|15|42
1998|19|"bwd_cits"|2665|5.006004|3.337379|17.30796|2.494021|0|0|2|3|4|6|9|17|41
1998|20|"bwd_cits"|1833|4.513366|2.949717|10.37571|1.801067|0|0|1|3|4|6|8|15|30
1998|21|"bwd_cits"|1377|4.766884|3.184283|6.923284|1.539011|0|0|1|3|4|6|9|16|25
1998|22|"bwd_cits"|13|3.846154|1.344504|2.903652|-.5688843|1|1|2|3|4|5|5|6|6
1998|23|"bwd_cits"|2368|5.127111|2.99815|7.992051|1.636294|0|0|2|3|5|6|9|15|26
1998|24|"bwd_cits"|1198|5.028381|2.852403|9.586711|1.805628|0|0|2|3|4|6|8|15|24
1998|25|"bwd_cits"|3055|5.127332|3.205342|11.49611|2.166434|0|1|2|3|5|6|9|17|33
1998|26|"bwd_cits"|2617|4.578143|2.79459|9.938496|1.869906|0|1|2|3|4|6|8|14|26
1998|27|"bwd_cits"|2612|5.253063|2.746519|9.556756|1.698235|0|1|2|4|5|6|9|14|28
1998|28|"bwd_cits"|3039|4.799276|2.917652|15.12384|2.194485|0|1|2|3|4|6|8|15|40
1998|29|"bwd_cits"|2960|5.699324|3.49462|14.65921|2.185497|0|1|2|3|5|7|10|18|44
1998|30|"bwd_cits"|1263|5.448139|3.11384|7.143397|1.473826|0|0|2|3|5|7|9|16|28
1998|31|"bwd_cits"|3046|5.434669|3.4474|32.2147|3.690216|0|1|2|3|5|7|9|17|55
1998|32|"bwd_cits"|4039|5.337212|3.022317|15.99809|2.22795|0|1|2|3|5|7|9|16|45
1998|33|"bwd_cits"|1714|5.262544|2.933377|10.94769|1.899168|0|1|2|3|5|6|9|15|32
1998|34|"bwd_cits"|1549|5.708844|3.602297|15.81819|2.527662|0|1|2|3|5|7|10|18|40
1998|35|"bwd_cits"|2837|5.59006|3.22555|16.3782|2.385422|0|1|2|4|5|7|9|17|43
1999|1|"bwd_cits"|5782|4.35991|2.738187|9.853166|1.887557|0|0|2|3|4|5|7|14|30
1999|2|"bwd_cits"|4277|4.363573|2.90759|16.64864|2.32167|0|0|2|3|4|6|8|14|39
1999|3|"bwd_cits"|4638|3.728547|2.403956|17.77134|2.202779|0|0|1|2|3|5|6|12|34
1999|4|"bwd_cits"|3659|3.318666|2.511778|17.6077|2.562572|0|0|1|2|3|4|6|12|28
1999|5|"bwd_cits"|1196|3.515886|2.460176|13.65357|2.141373|0|0|1|2|3|5|6|13|23
1999|6|"bwd_cits"|4710|3.447346|2.784786|18.43342|2.605198|0|0|1|2|3|4|6|14|37
1999|7|"bwd_cits"|461|4.464208|3.100021|7.119739|1.520868|0|0|1|2|4|6|8|16|21
1999|8|"bwd_cits"|2340|4.299572|4.339435|407.0453|15.91484|0|0|1|2|4|5|8|14|121
1999|9|"bwd_cits"|3249|4.438904|3.349423|53.69812|4.750936|0|0|1|3|4|6|8|15|60
1999|10|"bwd_cits"|4370|4.471396|2.807672|8.332328|1.683277|0|0|2|3|4|6|8|14|24
1999|11|"bwd_cits"|704|4.269886|3.683557|14.48115|2.530998|0|0|1|2|4|6|8|20|34
1999|12|"bwd_cits"|1485|5.117172|2.976504|6.60437|1.327634|0|0|2|3|5|7|9|15|22
1999|13|"bwd_cits"|5261|6.600646|3.881759|12.34067|2.058531|0|1|3|4|6|8|11|20|46
1999|14|"bwd_cits"|4000|3.979|3.10209|15.2734|2.481177|0|0|1|2|3|5|7|15|33
1999|15|"bwd_cits"|4103|4.906898|13.00051|85.49179|8.618882|0|0|0|1|3|5|8|76|154
1999|16|"bwd_cits"|5654|4.36682|7.130697|453.7673|17.42444|0|0|1|2|3|5|8|21|245
1999|17|"bwd_cits"|2950|4.596271|4.570393|337.4084|12.85583|0|0|2|3|4|5|8|18|146
1999|18|"bwd_cits"|895|5.437989|3.928942|17.07575|2.559381|0|0|2|3|5|7|10|19|41
1999|19|"bwd_cits"|2826|5.228591|4.185027|22.40627|3.51094|0|0|2|3|4|6|9|25|43
1999|20|"bwd_cits"|1864|4.492489|3.081109|16.56348|2.42432|0|0|1|3|4|6|8|14|35
1999|21|"bwd_cits"|1537|4.752114|3.211567|11.2196|2.013882|0|0|2|3|4|6|9|17|34
1999|22|"bwd_cits"|25|3.6|1.870829|2.818027|.3273268|0|0|1|3|3|5|6|8|8
1999|23|"bwd_cits"|2506|5.278532|3.400809|20.02307|2.863805|0|0|2|3|5|6|9|17|38
1999|24|"bwd_cits"|1131|4.999116|2.930009|10.75461|2.0278|0|1|2|3|4|6|8|16|29
1999|25|"bwd_cits"|3295|5.301669|3.476181|23.34538|3.09997|0|1|2|3|5|6|9|18|48
1999|26|"bwd_cits"|2702|4.628794|3.031043|30.30752|3.21968|0|0|2|3|4|6|8|15|44
1999|27|"bwd_cits"|2664|5.10473|3.117416|17.47922|2.575073|0|1|2|3|5|6|9|16|40
1999|28|"bwd_cits"|3126|4.896673|3.207473|32.34429|3.289135|0|0|2|3|4|6|9|15|55
1999|29|"bwd_cits"|2997|5.464798|3.361584|12.61712|2.032548|0|1|2|3|5|7|10|18|42
1999|30|"bwd_cits"|1248|5.5|3.021707|7.369834|1.478132|0|1|2|3|5|7|9|15|25
1999|31|"bwd_cits"|3148|5.37643|3.150848|23.77323|2.880098|0|1|2|3|5|6|9|16|45
1999|32|"bwd_cits"|4413|5.348063|3.457597|57.54841|4.564817|0|1|2|3|5|6|9|16|68
1999|33|"bwd_cits"|1766|5.19479|3.107242|7.866434|1.743871|0|0|2|3|5|6|9|17|26
1999|34|"bwd_cits"|1534|5.563233|3.307404|7.619212|1.694088|0|0|2|3|5|7|10|18|25
1999|35|"bwd_cits"|3073|5.531077|3.396598|21.09284|2.733857|0|1|2|3|5|7|9|17|49
2000|1|"bwd_cits"|6481|4.329579|3.160326|184.9088|7.1896|0|0|2|3|4|5|8|15|107
2000|2|"bwd_cits"|4574|4.356362|2.984731|35.35017|3.097474|0|0|1|3|4|6|8|14|59
2000|3|"bwd_cits"|5028|3.752188|2.444499|8.774466|1.654466|0|0|1|2|3|5|7|12|24
2000|4|"bwd_cits"|4523|3.327438|2.445246|11.09143|1.952162|0|0|1|2|3|4|6|12|26
2000|5|"bwd_cits"|1426|3.460729|2.247228|6.068465|1.285093|0|0|1|2|3|4|6|11|17
2000|6|"bwd_cits"|5850|3.465983|2.814846|16.41483|2.400104|0|0|1|2|3|5|7|13|37
2000|7|"bwd_cits"|1083|3.247461|3.171278|5.923708|1.245915|0|0|0|0|3|5|7|13|24
2000|8|"bwd_cits"|2900|4.222069|2.95575|12.01978|1.919337|0|0|1|2|4|5|8|14|34
2000|9|"bwd_cits"|3541|4.432364|3.960292|590.9766|16.88441|0|0|1|3|4|6|8|14|154
2000|10|"bwd_cits"|4553|4.514166|2.806413|8.966066|1.764899|0|0|2|3|4|6|8|15|25
2000|11|"bwd_cits"|749|4.160213|3.382634|17.29251|2.449798|0|0|1|2|4|6|8|15|37
2000|12|"bwd_cits"|1583|5.014529|2.964888|5.513537|1.172062|0|0|2|3|5|6|9|15|23
2000|13|"bwd_cits"|5822|6.35967|4.990402|577.7731|15.66148|0|1|3|4|5|8|11|19|216
2000|14|"bwd_cits"|4188|4.129179|3.574687|105.7569|6.032249|0|0|1|2|3|5|8|16|88
2000|15|"bwd_cits"|4310|4.667285|9.698913|125.5506|9.383785|0|0|0|1|3|5|8|43|200
2000|16|"bwd_cits"|6867|4.939275|16.57765|1963.407|39.90851|0|0|1|2|3|5|8|29|849
2000|17|"bwd_cits"|3044|4.646846|4.920243|538.8328|17.77851|0|0|2|3|4|6|8|17|176
2000|18|"bwd_cits"|913|5.368018|3.490015|5.824709|1.330844|0|0|2|3|5|7|10|17|24
2000|19|"bwd_cits"|2975|5.398319|4.745897|92.1001|7.099745|0|0|2|3|5|7|9|21|83
2000|20|"bwd_cits"|1945|4.605141|3.229298|25.41365|3.012599|0|0|2|3|4|6|8|16|47
2000|21|"bwd_cits"|1589|4.692259|3.046916|9.212557|1.705284|0|0|2|3|4|6|9|15|30
2000|22|"bwd_cits"|36|3.722222|2.409637|2.351475|.3689059|0|0|1|2|3.5|5|7|9|9
2000|23|"bwd_cits"|2859|5.128366|3.144741|11.21244|2.021925|0|1|2|3|5|6|9|16|33
2000|24|"bwd_cits"|1287|5.081585|2.91113|8.065173|1.633038|0|0|2|3|5|6|9|16|25
2000|25|"bwd_cits"|3437|5.14373|3.325432|48.04324|3.821746|0|0|2|3|5|6|9|17|67
2000|26|"bwd_cits"|2803|4.54406|2.648805|7.590893|1.528224|0|0|2|3|4|6|8|14|24
2000|27|"bwd_cits"|3353|5.295556|2.867401|17.63484|2.288399|0|1|2|3|5|6|9|15|38
2000|28|"bwd_cits"|3245|4.918336|3.264036|61.66501|4.075514|0|0|2|3|4|6|9|15|72
2000|29|"bwd_cits"|3276|5.446887|3.320524|10.3516|1.920029|0|0|2|3|5|7|9|17|34
2000|30|"bwd_cits"|1305|5.704215|3.704564|35.89082|3.393526|0|1|2|3|5|7|10|17|58
2000|31|"bwd_cits"|3324|5.298135|2.939123|16.51644|2.224377|0|1|2|3|5|6|9|15|43
2000|32|"bwd_cits"|4857|5.085855|2.909296|10.88587|1.926693|0|1|2|3|5|6|8|15|33
2000|33|"bwd_cits"|1940|5.242268|3.015016|8.357379|1.721715|0|0|2|3|5|6|9|16|25
2000|34|"bwd_cits"|1761|5.407723|3.112042|6.941036|1.504558|0|0|2|3|5|7|9|16|24
2000|35|"bwd_cits"|3263|5.353662|3.585338|90.13902|5.461398|0|1|2|3|5|7|9|17|86
2001|1|"bwd_cits"|6692|4.362074|2.832221|9.465952|1.785186|0|0|2|3|4|5|8|14|28
2001|2|"bwd_cits"|4913|4.279056|2.807854|7.981631|1.541418|0|0|1|2|4|6|8|14|28
2001|3|"bwd_cits"|4980|3.883333|2.575676|12.38608|2.005284|0|0|1|2|3|5|7|13|29
2001|4|"bwd_cits"|5372|3.404505|2.543314|23.45312|2.642007|0|0|1|2|3|4|6|12|38
2001|5|"bwd_cits"|1493|3.611521|2.414306|18.7075|2.312068|0|0|1|2|3|5|6|12|31
2001|6|"bwd_cits"|6291|3.451597|2.588835|9.924144|1.776208|0|0|1|2|3|5|7|12|27
2001|7|"bwd_cits"|1714|3.207118|3.237935|6.301346|1.326001|0|0|0|0|3|5|7|13|25
2001|8|"bwd_cits"|2899|4.508106|3.236511|35.93255|3.074379|0|0|1|3|4|6|8|15|60
2001|9|"bwd_cits"|4052|4.389684|2.998053|12.75231|2.07482|0|0|1|2.5|4|6|8|15|36
2001|10|"bwd_cits"|4968|4.522343|2.822353|8.495792|1.624988|0|0|2|3|4|6|8|14|29
2001|11|"bwd_cits"|921|4.369164|5.631673|58.35461|6.414968|0|0|1|2|3|6|8|30|69
2001|12|"bwd_cits"|1868|4.896681|2.961913|7.597581|1.43644|0|0|2|3|4|6|8|15|25
2001|13|"bwd_cits"|6149|6.50187|5.162979|214.6758|9.673484|0|1|3|4|6|8|11|21|162
2001|14|"bwd_cits"|4361|4.490942|4.675966|103.1326|7.124025|0|0|1|2|4|6|8|21|98
2001|15|"bwd_cits"|4688|4.922142|11.80317|107.6591|9.295609|0|0|0|1|3|5|8|48|185
2001|16|"bwd_cits"|7270|5.511417|13.02202|179.9807|11.78955|0|0|1|2|4|6|9|44|341
2001|17|"bwd_cits"|2999|4.763921|3.493101|15.09549|2.60386|0|0|2|3|4|6|9|18|38
2001|18|"bwd_cits"|949|5.813488|3.719601|7.760989|1.48124|0|0|2|3|5|8|10|17|32
2001|19|"bwd_cits"|2966|5.625084|5.073992|89.97069|6.426893|0|0|2|3|5|7|10|24|108
2001|20|"bwd_cits"|2055|5.138199|4.691285|136.2142|8.618595|0|0|2|3|4|6|9|18|88
2001|21|"bwd_cits"|1703|4.879037|3.440196|14.48958|2.279796|0|0|2|3|4|6|9|17|38
2001|22|"bwd_cits"|80|4.2375|2.471323|4.663726|1.07701|0|0|2|3|4|5|7.5|13|13
2001|23|"bwd_cits"|2913|5.263989|3.394403|30.69055|3.104216|0|0|2|3|5|7|9|17|58
2001|24|"bwd_cits"|1361|5.437913|3.257684|13.35949|2.189204|0|1|2|3|5|7|9|16|32
2001|25|"bwd_cits"|3414|5.216754|3.412272|47.35946|4.068742|0|0|2|3|5|6|9|17|62
2001|26|"bwd_cits"|3032|4.681068|3.386009|264.2535|10.68949|0|0|2|3|4|6|8|14|100
2001|27|"bwd_cits"|3504|5.313071|2.678275|8.653579|1.605069|0|1|3|4|5|7|8|14|26
2001|28|"bwd_cits"|3201|4.947204|4.435654|363.6149|13.76713|0|0|2|3|4|6|9|16|134
2001|29|"bwd_cits"|3233|5.191154|3.165596|9.349034|1.724753|0|0|2|3|5|7|9|16|32
2001|30|"bwd_cits"|1409|5.740951|3.561797|63.14312|4.54217|0|0|2|4|5|7|10|17|66
2001|31|"bwd_cits"|3622|5.272778|2.858946|13.99067|2.119411|0|1|2|4|5|6|9|15|35
2001|32|"bwd_cits"|5127|5.154476|3.089624|50.95887|3.653863|0|0|2|3|5|6|9|15|71
2001|33|"bwd_cits"|2042|5.363859|3.66296|102.373|6.65526|0|0|2|3|5|6|9|16|71
2001|34|"bwd_cits"|1756|5.574032|3.318203|21.58173|2.710319|0|0|2|4|5|7|10|16|42
2001|35|"bwd_cits"|3200|5.336563|3.245336|10.56794|1.979869|0|.5|2|3|5|7|9|17|31
2002|1|"bwd_cits"|6363|4.61999|3.278759|23.0585|2.840779|0|0|2|3|4|6|8|16|55
2002|2|"bwd_cits"|4932|4.510543|3.298398|69.38289|4.475204|0|0|1|2|4|6|8|15|75
2002|3|"bwd_cits"|4307|4.143023|2.55828|6.832654|1.359759|0|0|1|2|4|5|7|12|23
2002|4|"bwd_cits"|5659|3.676268|2.484057|10.21411|1.607823|0|0|1|2|3|5|7|12|35
2002|5|"bwd_cits"|1431|3.749825|2.533197|12.0218|2.036421|0|0|1|2|3|5|7|12|24
2002|6|"bwd_cits"|6501|3.749731|2.828531|10.67715|1.809887|0|0|1|2|3|5|7|13|33
2002|7|"bwd_cits"|1228|3.635993|3.222816|3.897237|.8617848|0|0|0|0|3|6|8|14|19
2002|8|"bwd_cits"|2883|4.881373|3.298341|9.457599|1.904369|0|0|2|3|4|6|9|17|26
