"Ctry_code"|"Reg_Code"|"Reg_label"|"Up_reg_code"|"Up_reg_label"
"DE"|"DE111"|"Stuttgart, Stadtkreis"|"DE72"|"STUTTGART"
"DE"|"DE112"|"Böblingen"|"DE72"|"STUTTGART"
"DE"|"DE113"|"Esslingen"|"DE72"|"STUTTGART"
"DE"|"DE114"|"Göppingen"|"DE72"|"STUTTGART"
"DE"|"DE115"|"Ludwigsburg"|"DE72"|"STUTTGART"
"DE"|"DE116"|"Rems-Murr-Kreis"|"DE72"|"STUTTGART"
"DE"|"DE117"|"Heilbronn, Stadtkreis"|"DE69"|"FRANKEN"
"DE"|"DE118"|"Heilbronn, Landkreis"|"DE69"|"FRANKEN"
"DE"|"DE119"|"Hohenlohekreis"|"DE69"|"FRANKEN"
"DE"|"DE11A"|"Schwäbisch Hall"|"DE69"|"FRANKEN"
"DE"|"DE11B"|"Main-Tauber-Kreis"|"DE69"|"FRANKEN"
"DE"|"DE11C"|"Heidenheim"|"DE73"|"OSTWÜRTTEMBERG"
"DE"|"DE11D"|"Ostalbkreis"|"DE73"|"OSTWÜRTTEMBERG"
"DE"|"DE121"|"Baden-Baden, Stadtkreis"|"DE70"|"MITTLERER OBERRHEIN"
"DE"|"DE122"|"Karlsruhe, Stadtkreis"|"DE70"|"MITTLERER OBERRHEIN"
"DE"|"DE123"|"Karlsruhe, Landkreis"|"DE70"|"MITTLERER OBERRHEIN"
"DE"|"DE124"|"Rastatt"|"DE70"|"MITTLERER OBERRHEIN"
"DE"|"DE125"|"Heidelberg, Stadtkreis"|"DE68"|"UNTERER NECKAR"
"DE"|"DE126"|"Mannheim, Stadtkreis"|"DE68"|"UNTERER NECKAR"
"DE"|"DE127"|"Neckar-Odenwald-Kreis"|"DE68"|"UNTERER NECKAR"
"DE"|"DE128"|"Rhein-Neckar-Kreis"|"DE68"|"UNTERER NECKAR"
"DE"|"DE129"|"Pforzheim, Stadtkreis"|"DE71"|"NORDSCHWARZWALD"
"DE"|"DE12A"|"Calw"|"DE71"|"NORDSCHWARZWALD"
"DE"|"DE12B"|"Enzkreis"|"DE71"|"NORDSCHWARZWALD"
"DE"|"DE12C"|"Freudenstadt"|"DE71"|"NORDSCHWARZWALD"
"DE"|"DE131"|"Freiburg im Breisgau, Stadtkreis"|"DE77"|"SÜDLICHER OBERRHEIN"
"DE"|"DE132"|"Breisgau-Hochschwarzwald"|"DE77"|"SÜDLICHER OBERRHEIN"
"DE"|"DE133"|"Emmendingen"|"DE77"|"SÜDLICHER OBERRHEIN"
"DE"|"DE134"|"Ortenaukreis"|"DE77"|"SÜDLICHER OBERRHEIN"
"DE"|"DE135"|"Rottweil"|"DE76"|"SCHWARZWALD-BAAR-HEUBERG"
"DE"|"DE136"|"Schwarzwald-Baar-Kreis"|"DE76"|"SCHWARZWALD-BAAR-HEUBERG"
"DE"|"DE137"|"Tuttlingen"|"DE76"|"SCHWARZWALD-BAAR-HEUBERG"
"DE"|"DE138"|"Konstanz"|"DE78"|"HOCHRHEIN-BODENSEE"
"DE"|"DE139"|"Lörrach"|"DE78"|"HOCHRHEIN-BODENSEE"
"DE"|"DE13A"|"Waldshut"|"DE78"|"HOCHRHEIN-BODENSEE"
"DE"|"DE141"|"Reutlingen"|"DE75"|"NECKAR-ALB"
"DE"|"DE142"|"Tübingen, Landkreis"|"DE75"|"NECKAR-ALB"
"DE"|"DE143"|"Zollernalbkreis"|"DE75"|"NECKAR-ALB"
"DE"|"DE144"|"Ulm, Stadtkreis"|"DE74"|"DONAU-ILLER (BW)"
"DE"|"DE145"|"Alb-Donau-Kreis"|"DE74"|"DONAU-ILLER (BW)"
"DE"|"DE146"|"Biberach"|"DE74"|"DONAU-ILLER (BW)"
"DE"|"DE147"|"Bodenseekreis"|"DE79"|"BODENSEE-OBERSCHWABEN"
"DE"|"DE148"|"Ravensburg"|"DE79"|"BODENSEE-OBERSCHWABEN"
"DE"|"DE149"|"Sigmaringen"|"DE79"|"BODENSEE-OBERSCHWABEN"
"DE"|"DE211"|"Ingolstadt, Kreisfreie Stadt"|"DE89"|"INGOLSTADT"
"DE"|"DE212"|"München, Kreisfreie Stadt"|"DE93"|"MÜNCHEN"
"DE"|"DE213"|"Rosenheim, Kreisfreie Stadt"|"DE97"|"SÜDOSTOBERBAYERN"
"DE"|"DE214"|"Altötting"|"DE97"|"SÜDOSTOBERBAYERN"
"DE"|"DE215"|"Berchtesgadener Land"|"DE97"|"SÜDOSTOBERBAYERN"
"DE"|"DE216"|"Bad Tölz-Wolfratshausen"|"DE96"|"OBERLAND"
"DE"|"DE217"|"Dachau"|"DE93"|"MÜNCHEN"
"DE"|"DE218"|"Ebersberg"|"DE93"|"MÜNCHEN"
"DE"|"DE219"|"Eichstätt"|"DE89"|"INGOLSTADT"
"DE"|"DE21A"|"Erding"|"DE93"|"MÜNCHEN"
"DE"|"DE21B"|"Freising"|"DE93"|"MÜNCHEN"
"DE"|"DE21C"|"Fürstenfeldbruck"|"DE93"|"MÜNCHEN"
"DE"|"DE21D"|"Garmisch-Partenkirchen"|"DE96"|"OBERLAND"
"DE"|"DE21E"|"Landsberg a. Lech"|"DE93"|"MÜNCHEN"
"DE"|"DE21F"|"Miesbach"|"DE96"|"OBERLAND"
"DE"|"DE21G"|"Mühldorf a. Inn"|"DE97"|"SÜDOSTOBERBAYERN"
"DE"|"DE21H"|"München, Landkreis"|"DE93"|"MÜNCHEN"
"DE"|"DE21I"|"Neuburg-Schrobenhausen"|"DE89"|"INGOLSTADT"
"DE"|"DE21J"|"Pfaffenhofen a. d. Ilm"|"DE89"|"INGOLSTADT"
"DE"|"DE21K"|"Rosenheim, Landkreis"|"DE97"|"SÜDOSTOBERBAYERN"
"DE"|"DE21L"|"Starnberg"|"DE93"|"MÜNCHEN"
"DE"|"DE21M"|"Traunstein"|"DE97"|"SÜDOSTOBERBAYERN"
"DE"|"DE21N"|"Weilheim-Schongau"|"DE96"|"OBERLAND"
"DE"|"DE221"|"Landshut, Kreisfreie Stadt"|"DE92"|"LANDSHUT"
"DE"|"DE222"|"Passau, Kreisfreie Stadt"|"DE91"|"DONAU-WALD"
"DE"|"DE223"|"Straubing, Kreisfreie Stadt"|"DE91"|"DONAU-WALD"
"DE"|"DE224"|"Deggendorf"|"DE91"|"DONAU-WALD"
"DE"|"DE225"|"Freyung-Grafenau"|"DE91"|"DONAU-WALD"
"DE"|"DE226"|"Kelheim"|"DE90"|"REGENSBURG"
"DE"|"DE227"|"Landshut, Landkreis"|"DE92"|"LANDSHUT"
"DE"|"DE228"|"Passau, Landkreis"|"DE91"|"DONAU-WALD"
"DE"|"DE229"|"Regen"|"DE91"|"DONAU-WALD"
"DE"|"DE22A"|"Rottal-Inn"|"DE92"|"LANDSHUT"
"DE"|"DE22B"|"Straubing-Bogen"|"DE91"|"DONAU-WALD"
"DE"|"DE22C"|"Dingolfing-Landau"|"DE92"|"LANDSHUT"
"DE"|"DE231"|"Amberg, Kreisfreie Stadt"|"DE85"|"OBERPFALZ-NORD"
"DE"|"DE232"|"Regensburg, Kreisfreie Stadt"|"DE90"|"REGENSBURG"
"DE"|"DE233"|"Weiden i. d. Opf, Kreisfreie Stadt"|"DE85"|"OBERPFALZ-NORD"
"DE"|"DE234"|"Amberg-Sulzbach"|"DE85"|"OBERPFALZ-NORD"
"DE"|"DE235"|"Cham"|"DE90"|"REGENSBURG"
"DE"|"DE236"|"Neumarkt i. d. OPf."|"DE90"|"REGENSBURG"
"DE"|"DE237"|"Neustadt a. d. Waldnaab"|"DE85"|"OBERPFALZ-NORD"
"DE"|"DE238"|"Regensburg, Landkreis"|"DE90"|"REGENSBURG"
"DE"|"DE239"|"Schwandorf"|"DE85"|"OBERPFALZ-NORD"
"DE"|"DE23A"|"Tirschenreuth"|"DE85"|"OBERPFALZ-NORD"
"DE"|"DE241"|"Bamberg, Kreisfreie Stadt"|"DE83"|"OBERFRANKEN-WEST"
"DE"|"DE242"|"Bayreuth, Kreisfreie Stadt"|"DE84"|"OBERFRANKEN-OST"
"DE"|"DE243"|"Coburg, Kreisfreie Stadt"|"DE83"|"OBERFRANKEN-WEST"
"DE"|"DE244"|"Hof, Kreisfreie Stadt"|"DE84"|"OBERFRANKEN-OST"
"DE"|"DE245"|"Bamberg, Landkreis"|"DE83"|"OBERFRANKEN-WEST"
"DE"|"DE246"|"Bayreuth, Landkreis"|"DE84"|"OBERFRANKEN-OST"
"DE"|"DE247"|"Coburg, Landkreis"|"DE83"|"OBERFRANKEN-WEST"
"DE"|"DE248"|"Forchheim"|"DE83"|"OBERFRANKEN-WEST"
"DE"|"DE249"|"Hof, Landkreis"|"DE84"|"OBERFRANKEN-OST"
"DE"|"DE24A"|"Kronach"|"DE83"|"OBERFRANKEN-WEST"
"DE"|"DE24B"|"Kulmbach"|"DE84"|"OBERFRANKEN-OST"
"DE"|"DE24C"|"Lichtenfels"|"DE83"|"OBERFRANKEN-WEST"
"DE"|"DE24D"|"Wunsiedel i. Fichtelgebirge"|"DE84"|"OBERFRANKEN-OST"
"DE"|"DE251"|"Ansbach, Kreisfreie Stadt"|"DE87"|"WESTMITTELFRANKEN"
"DE"|"DE252"|"Erlangen, Kreisfreie Stadt"|"DE86"|"INDUSTRIEREGION MITTELFRANKEN"
"DE"|"DE253"|"Fürth, Kreisfreie Stadt"|"DE86"|"INDUSTRIEREGION MITTELFRANKEN"
"DE"|"DE254"|"Nürnberg, Kreisfreie Stadt"|"DE86"|"INDUSTRIEREGION MITTELFRANKEN"
"DE"|"DE255"|"Schwabach, Kreisfreie Stadt"|"DE86"|"INDUSTRIEREGION MITTELFRANKEN"
"DE"|"DE256"|"Ansbach, Landkreis"|"DE87"|"WESTMITTELFRANKEN"
"DE"|"DE257"|"Erlangen-Höchstadt"|"DE86"|"INDUSTRIEREGION MITTELFRANKEN"
"DE"|"DE258"|"Fürth, Landkreis"|"DE86"|"INDUSTRIEREGION MITTELFRANKEN"
"DE"|"DE259"|"Nürnberger Land"|"DE86"|"INDUSTRIEREGION MITTELFRANKEN"
"DE"|"DE25A"|"Neustadt a. d. Aisch-Bad Windsheim"|"DE87"|"WESTMITTELFRANKEN"
"DE"|"DE25B"|"Roth"|"DE86"|"INDUSTRIEREGION MITTELFRANKEN"
"DE"|"DE25C"|"Weißenburg-Gunzenhausen"|"DE87"|"WESTMITTELFRANKEN"
"DE"|"DE261"|"Aschaffenburg, Kreisfreie Stadt"|"DE80"|"BAYERISCHER UNTERMAIN"
"DE"|"DE262"|"Schweinfurt, Kreisfreie Stadt"|"DE82"|"MAIN-RHÖN"
"DE"|"DE263"|"Würzburg, Kreisfreie Stadt"|"DE81"|"WÜRZBURG"
"DE"|"DE264"|"Aschaffenburg, Landkreis"|"DE80"|"BAYERISCHER UNTERMAIN"
"DE"|"DE265"|"Bad Kissingen"|"DE82"|"MAIN-RHÖN"
"DE"|"DE266"|"Rhön-Grabfeld"|"DE82"|"MAIN-RHÖN"
"DE"|"DE267"|"Haßberge"|"DE82"|"MAIN-RHÖN"
"DE"|"DE268"|"Kitzingen"|"DE81"|"WÜRZBURG"
"DE"|"DE269"|"Miltenberg"|"DE80"|"BAYERISCHER UNTERMAIN"
"DE"|"DE26A"|"Main-Spessart"|"DE81"|"WÜRZBURG"
"DE"|"DE26B"|"Schweinfurt, Landkreis"|"DE82"|"MAIN-RHÖN"
"DE"|"DE26C"|"Würzburg, Landkreis"|"DE81"|"WÜRZBURG"
"DE"|"DE271"|"Augsburg, Kreisfreie Stadt"|"DE88"|"AUGSBURG"
"DE"|"DE272"|"Kaufbeuren, Kreisfreie Stadt"|"DE95"|"ALLGÄU"
"DE"|"DE273"|"Kempten (Allgäu), Kreisfreie Stadt"|"DE95"|"ALLGÄU"
"DE"|"DE274"|"Memmingen, Kreisfreie Stadt"|"DE94"|"DONAU-ILLER (BY)"
"DE"|"DE275"|"Aichach-Friedberg"|"DE88"|"AUGSBURG"
"DE"|"DE276"|"Augsburg, Landkreis"|"DE88"|"AUGSBURG"
"DE"|"DE277"|"Dillingen a.d. Donau"|"DE88"|"AUGSBURG"
"DE"|"DE278"|"Günzburg"|"DE94"|"DONAU-ILLER (BY)"
"DE"|"DE279"|"Neu-Ulm"|"DE94"|"DONAU-ILLER (BY)"
"DE"|"DE27A"|"Lindau (Bodensee)"|"DE95"|"ALLGÄU"
"DE"|"DE27B"|"Ostallgäu"|"DE95"|"ALLGÄU"
"DE"|"DE27C"|"Unterallgäu"|"DE94"|"DONAU-ILLER (BY)"
"DE"|"DE27D"|"Donau-Ries"|"DE88"|"AUGSBURG"
"DE"|"DE27E"|"Oberallgäu"|"DE95"|"ALLGÄU"
"DE"|"DE300"|"Berlin"|"DE30"|"BERLIN"
"DE"|"DE401"|"Brandenburg an der Havel, Kreisfreie Stadt"|"DE29"|"HAVELLAND-FLÄMING"
"DE"|"DE402"|"Cottbus, Kreisfreie Stadt"|"DE28"|"LAUSITZ-SPREEWALD"
"DE"|"DE403"|"Frankfurt (Oder), Kreisfreie Stadt"|"DE27"|"ODERLAND-SPREE"
"DE"|"DE404"|"Potsdam, Kreisfreie Stadt"|"DE29"|"HAVELLAND-FLÄMING"
"DE"|"DE405"|"Barnim"|"DE26"|"UCKERMARK-BARNIM"
"DE"|"DE406"|"Dahme-Spreewald"|"DE28"|"LAUSITZ-SPREEWALD"
"DE"|"DE407"|"Elbe-Elster"|"DE28"|"LAUSITZ-SPREEWALD"
"DE"|"DE408"|"Havelland"|"DE29"|"HAVELLAND-FLÄMING"
"DE"|"DE409"|"Märkisch-Oderland"|"DE27"|"ODERLAND-SPREE"
"DE"|"DE40A"|"Oberhavel"|"DE25"|"PRIGNITZ-OBERHAVEL"
"DE"|"DE40B"|"Oberspreewald-Lausitz"|"DE28"|"LAUSITZ-SPREEWALD"
"DE"|"DE40C"|"Oder-Spree"|"DE27"|"ODERLAND-SPREE"
"DE"|"DE40D"|"Ostprignitz-Ruppin"|"DE25"|"PRIGNITZ-OBERHAVEL"
"DE"|"DE40E"|"Potsdam-Mittelmark"|"DE29"|"HAVELLAND-FLÄMING"
"DE"|"DE40F"|"Prignitz"|"DE25"|"PRIGNITZ-OBERHAVEL"
"DE"|"DE40G"|"Spree-Neiße"|"DE28"|"LAUSITZ-SPREEWALD"
"DE"|"DE40H"|"Teltow-Fläming"|"DE29"|"HAVELLAND-FLÄMING"
"DE"|"DE40I"|"Uckermark"|"DE26"|"UCKERMARK-BARNIM"
"DE"|"DE501"|"Bremen, Kreisfreie Stadt"|"DE11"|"BREMEN"
"DE"|"DE502"|"Bremerhaven, Kreisfreie Stadt"|"DE13"|"BREMERHAVEN"
"DE"|"DE600"|"Hamburg"|"DE06"|"HAMBURG"
"DE"|"DE711"|"Darmstadt, Kreisfreie Stadt"|"DE52"|"STARKENBURG"
"DE"|"DE712"|"Frankfurt am Main, Kreisfreie Stadt"|"DE51"|"RHEIN-MAIN"
"DE"|"DE713"|"Offenbach am Main, Kreisfreie Stadt"|"DE51"|"RHEIN-MAIN"
"DE"|"DE714"|"Wiesbaden, Kreisfreie Stadt"|"DE51"|"RHEIN-MAIN"
"DE"|"DE715"|"Bergstraße"|"DE52"|"STARKENBURG"
"DE"|"DE716"|"Darmstadt-Dieburg"|"DE52"|"STARKENBURG"
"DE"|"DE717"|"Groß-Gerau"|"DE52"|"STARKENBURG"
"DE"|"DE718"|"Hochtaunuskreis"|"DE51"|"RHEIN-MAIN"
"DE"|"DE719"|"Main-Kinzig-Kreis"|"DE51"|"RHEIN-MAIN"
"DE"|"DE71A"|"Main-Taunus-Kreis"|"DE51"|"RHEIN-MAIN"
"DE"|"DE71B"|"Odenwaldkreis"|"DE52"|"STARKENBURG"
"DE"|"DE71C"|"Offenbach, Landkreis"|"DE51"|"RHEIN-MAIN"
"DE"|"DE71D"|"Rheingau-Taunus-Kreis"|"DE51"|"RHEIN-MAIN"
"DE"|"DE71E"|"Wetteraukreis"|"DE51"|"RHEIN-MAIN"
"DE"|"DE721"|"Gießen, Landkreis"|"DE49"|"MITTELHESSEN"
"DE"|"DE722"|"Lahn-Dill-Kreis"|"DE49"|"MITTELHESSEN"
"DE"|"DE723"|"Limburg-Weilburg"|"DE49"|"MITTELHESSEN"
"DE"|"DE724"|"Marburg-Biedenkopf"|"DE49"|"MITTELHESSEN"
"DE"|"DE725"|"Vogelsbergkreis"|"DE49"|"MITTELHESSEN"
"DE"|"DE731"|"Kassel, Kreisfreie Stadt"|"DE48"|"NORDHESSEN"
"DE"|"DE732"|"Fulda"|"DE50"|"OSTHESSEN"
"DE"|"DE733"|"Hersfeld-Rotenburg"|"DE50"|"OSTHESSEN"
"DE"|"DE734"|"Kassel, Landkreis"|"DE48"|"NORDHESSEN"
"DE"|"DE735"|"Schwalm-Eder-Kreis"|"DE48"|"NORDHESSEN"
"DE"|"DE736"|"Waldeck-Frankenberg"|"DE48"|"NORDHESSEN"
"DE"|"DE737"|"Werra-Meißner-Kreis"|"DE48"|"NORDHESSEN"
"DE"|"DE801"|"Greifswald, Kreisfreie Stadt"|"DE09"|"VORPOMMERN"
"DE"|"DE802"|"Neubrandenburg, Kreisfreie Stadt"|"DE10"|"MECKLENBURGISCHE SEENPLATTE"
"DE"|"DE803"|"Rostock, Kreisfreie Stadt"|"DE08"|"MITTLERES MECKLENBURG/ROSTOCK"
"DE"|"DE804"|"Schwerin, Kreisfreie Stadt"|"DE07"|"WESTMECKLENBURG"
"DE"|"DE805"|"Stralsund, Kreisfreie Stadt"|"DE09"|"VORPOMMERN"
"DE"|"DE806"|"Wismar, Kreisfreie Stadt"|"DE07"|"WESTMECKLENBURG"
"DE"|"DE807"|"Bad Doberan"|"DE08"|"MITTLERES MECKLENBURG/ROSTOCK"
"DE"|"DE808"|"Demmin"|"DE10"|"MECKLENBURGISCHE SEENPLATTE"
"DE"|"DE809"|"Güstrow"|"DE08"|"MITTLERES MECKLENBURG/ROSTOCK"
"DE"|"DE80A"|"Ludwigslust"|"DE07"|"WESTMECKLENBURG"
"DE"|"DE80B"|"Mecklenburg-Strelitz"|"DE10"|"MECKLENBURGISCHE SEENPLATTE"
"DE"|"DE80C"|"Müritz"|"DE10"|"MECKLENBURGISCHE SEENPLATTE"
"DE"|"DE80D"|"Nordvorpommern"|"DE09"|"VORPOMMERN"
"DE"|"DE80E"|"Nordwestmecklenburg"|"DE07"|"WESTMECKLENBURG"
"DE"|"DE80F"|"Ostvorpommern"|"DE09"|"VORPOMMERN"
"DE"|"DE80G"|"Parchim"|"DE07"|"WESTMECKLENBURG"
"DE"|"DE80H"|"Rügen"|"DE09"|"VORPOMMERN"
"DE"|"DE80I"|"Uecker-Randow"|"DE09"|"VORPOMMERN"
"DE"|"DE911"|"Braunschweig, Kreisfreie Stadt"|"DE22"|"BRAUNSCHWEIG"
"DE"|"DE912"|"Salzgitter, Kreisfreie Stadt"|"DE22"|"BRAUNSCHWEIG"
"DE"|"DE913"|"Wolfsburg, Kreisfreie Stadt"|"DE22"|"BRAUNSCHWEIG"
"DE"|"DE914"|"Gifhorn"|"DE22"|"BRAUNSCHWEIG"
"DE"|"DE915"|"Göttingen"|"DE24"|"GÖTTINGEN"
"DE"|"DE916"|"Goslar"|"DE22"|"BRAUNSCHWEIG"
"DE"|"DE917"|"Helmstedt"|"DE22"|"BRAUNSCHWEIG"
"DE"|"DE918"|"Northeim"|"DE24"|"GÖTTINGEN"
"DE"|"DE919"|"Osterode am Harz"|"DE24"|"GÖTTINGEN"
"DE"|"DE91A"|"Peine"|"DE22"|"BRAUNSCHWEIG"
"DE"|"DE91B"|"Wolfenbüttel"|"DE22"|"BRAUNSCHWEIG"
"DE"|"DE922"|"Diepholz"|"DE15"|"BREMEN-UMLAND"
"DE"|"DE923"|"Hameln-Pyrmont"|"DE23"|"HILDESHEIM"
"DE"|"DE925"|"Hildesheim"|"DE23"|"HILDESHEIM"
"DE"|"DE926"|"Holzminden"|"DE24"|"GÖTTINGEN"
"DE"|"DE927"|"Nienburg (Weser)"|"DE19"|"HANNOVER"
"DE"|"DE928"|"Schaumburg"|"DE19"|"HANNOVER"
"DE"|"DE929"|"Region Hannover"|"DE19"|"HANNOVER"
"DE"|"DE931"|"Celle"|"DE20"|"SÜDHEIDE"
"DE"|"DE932"|"Cuxhaven"|"DE13"|"BREMERHAVEN"
"DE"|"DE933"|"Harburg"|"DE14"|"HAMBURG-UMLAND-SÜD"
"DE"|"DE934"|"Lüchow-Dannenberg"|"DE21"|"LÜNEBURG"
"DE"|"DE935"|"Lüneburg, Landkreis"|"DE21"|"LÜNEBURG"
"DE"|"DE936"|"Osterholz"|"DE15"|"BREMEN-UMLAND"
"DE"|"DE937"|"Rotenburg (Wümme)"|"DE14"|"HAMBURG-UMLAND-SÜD"
"DE"|"DE938"|"Soltau-Fallingbostel"|"DE20"|"SÜDHEIDE"
"DE"|"DE939"|"Stade"|"DE14"|"HAMBURG-UMLAND-SÜD"
"DE"|"DE93A"|"Uelzen"|"DE21"|"LÜNEBURG"
"DE"|"DE93B"|"Verden"|"DE15"|"BREMEN-UMLAND"
"DE"|"DE941"|"Delmenhorst, Kreisfreie Stadt"|"DE15"|"BREMEN-UMLAND"
"DE"|"DE942"|"Emden, Kreisfreie Stadt"|"DE12"|"OST-FRIESLAND"
"DE"|"DE943"|"Oldenburg (Oldenburg), Kreisfreie Stadt"|"DE16"|"OLDENBURG"
"DE"|"DE944"|"Osnabrück, Kreisfreie Stadt"|"DE18"|"OSNABRÜCK"
"DE"|"DE945"|"Wilhelmshaven, Kreisfreie Stadt"|"DE12"|"OST-FRIESLAND"
"DE"|"DE946"|"Ammerland"|"DE16"|"OLDENBURG"
"DE"|"DE947"|"Aurich"|"DE12"|"OST-FRIESLAND"
"DE"|"DE948"|"Cloppenburg"|"DE16"|"OLDENBURG"
"DE"|"DE949"|"Emsland"|"DE17"|"EMSLAND"
"DE"|"DE94A"|"Friesland (D)"|"DE12"|"OST-FRIESLAND"
"DE"|"DE94B"|"Grafschaft Bentheim"|"DE17"|"EMSLAND"
"DE"|"DE94C"|"Leer"|"DE12"|"OST-FRIESLAND"
"DE"|"DE94D"|"Oldenburg, Landkreis"|"DE16"|"OLDENBURG"
"DE"|"DE94E"|"Osnabrück, Landkreis"|"DE18"|"OSNABRÜCK"
"DE"|"DE94F"|"Vechta"|"DE18"|"OSNABRÜCK"
"DE"|"DE94G"|"Wesermarsch"|"DE13"|"BREMERHAVEN"
"DE"|"DE94H"|"Wittmund"|"DE12"|"OST-FRIESLAND"
"DE"|"DEA11"|"Düsseldorf, Kreisfreie Stadt"|"DE42"|"DÜSSELDORF"
"DE"|"DEA12"|"Duisburg, Kreisfreie Stadt"|"DE41"|"DUISBURG/ESSEN"
"DE"|"DEA13"|"Essen, Kreisfreie Stadt"|"DE41"|"DUISBURG/ESSEN"
"DE"|"DEA14"|"Krefeld, Kreisfreie Stadt"|"DE42"|"DÜSSELDORF"
"DE"|"DEA15"|"Mönchengladbach, Kreisfreie Stadt"|"DE42"|"DÜSSELDORF"
"DE"|"DEA16"|"Mülheim an der Ruhr,Kreisfreie Stadt"|"DE41"|"DUISBURG/ESSEN"
"DE"|"DEA17"|"Oberhausen, Kreisfreie Stadt"|"DE41"|"DUISBURG/ESSEN"
"DE"|"DEA18"|"Remscheid, Kreisfreie Stadt"|"DE42"|"DÜSSELDORF"
"DE"|"DEA19"|"Solingen, Kreisfreie Stadt"|"DE42"|"DÜSSELDORF"
"DE"|"DEA1A"|"Wuppertal, Kreisfreie Stadt"|"DE42"|"DÜSSELDORF"
"DE"|"DEA1B"|"Kleve"|"DE41"|"DUISBURG/ESSEN"
"DE"|"DEA1C"|"Mettmann"|"DE42"|"DÜSSELDORF"
"DE"|"DEA1D"|"Rhein-Kreis Neuss"|"DE42"|"DÜSSELDORF"
"DE"|"DEA1E"|"Viersen"|"DE42"|"DÜSSELDORF"
"DE"|"DEA1F"|"Wesel"|"DE41"|"DUISBURG/ESSEN"
"DE"|"DEA22"|"Bonn, Kreisfreie Stadt"|"DE46"|"BONN"
"DE"|"DEA23"|"Köln, Kreisfreie Stadt"|"DE44"|"KÖLN"
"DE"|"DEA24"|"Leverkusen, Kreisfreie Stadt"|"DE44"|"KÖLN"
"DE"|"DEA26"|"Düren"|"DE45"|"AACHEN"
"DE"|"DEA27"|"Rhein-Erft-Kreis"|"DE44"|"KÖLN"
"DE"|"DEA28"|"Euskirchen"|"DE45"|"AACHEN"
"DE"|"DEA29"|"Heinsberg"|"DE45"|"AACHEN"
"DE"|"DEA2A"|"Oberbergischer Kreis"|"DE44"|"KÖLN"
"DE"|"DEA2B"|"Rheinisch-Bergischer Kreis"|"DE44"|"KÖLN"
"DE"|"DEA2C"|"Rhein-Sieg-Kreis"|"DE46"|"BONN"
"DE"|"DEA2D"|"Städteregion Aachen"|"DE45"|"AACHEN"
"DE"|"DEA31"|"Bottrop, Kreisfreie Stadt"|"DE40"|"EMSCHER-LIPPE"
"DE"|"DEA32"|"Gelsenkirchen, Kreisfreie Stadt"|"DE40"|"EMSCHER-LIPPE"
"DE"|"DEA33"|"Münster, Kreisfreie Stadt"|"DE35"|"MÜNSTER"
"DE"|"DEA34"|"Borken"|"DE35"|"MÜNSTER"
"DE"|"DEA35"|"Coesfeld"|"DE35"|"MÜNSTER"
"DE"|"DEA36"|"Recklinghausen"|"DE40"|"EMSCHER-LIPPE"
"DE"|"DEA37"|"Steinfurt"|"DE35"|"MÜNSTER"
"DE"|"DEA38"|"Warendorf"|"DE35"|"MÜNSTER"
"DE"|"DEA41"|"Bielefeld, Kreisfreie Stadt"|"DE36"|"BIELEFELD"
"DE"|"DEA42"|"Gütersloh"|"DE36"|"BIELEFELD"
"DE"|"DEA43"|"Herford"|"DE36"|"BIELEFELD"
"DE"|"DEA44"|"Höxter"|"DE37"|"PADERBORN"
"DE"|"DEA45"|"Lippe"|"DE36"|"BIELEFELD"
"DE"|"DEA46"|"Minden-Lübbecke"|"DE36"|"BIELEFELD"
"DE"|"DEA47"|"Paderborn"|"DE37"|"PADERBORN"
"DE"|"DEA51"|"Bochum, Kreisfreie Stadt"|"DE43"|"BOCHUM/HAGEN"
"DE"|"DEA52"|"Dortmund, Kreisfreie Stadt"|"DE39"|"DORTMUND"
"DE"|"DEA53"|"Hagen, Kreisfreie Stadt"|"DE43"|"BOCHUM/HAGEN"
"DE"|"DEA54"|"Hamm, Kreisfreie Stadt"|"DE39"|"DORTMUND"
"DE"|"DEA55"|"Herne, Kreisfreie Stadt"|"DE43"|"BOCHUM/HAGEN"
"DE"|"DEA56"|"Ennepe-Ruhr-Kreis"|"DE43"|"BOCHUM/HAGEN"
"DE"|"DEA57"|"Hochsauerlandkreis"|"DE38"|"ARNSBERG"
"DE"|"DEA58"|"Märkischer Kreis"|"DE43"|"BOCHUM/HAGEN"
"DE"|"DEA59"|"Olpe"|"DE47"|"SIEGEN"
"DE"|"DEA5A"|"Siegen-Wittgenstein"|"DE47"|"SIEGEN"
"DE"|"DEA5B"|"Soest"|"DE38"|"ARNSBERG"
"DE"|"DEA5C"|"Unna"|"DE39"|"DORTMUND"
"DE"|"DEB11"|"Koblenz, Kreisfreie Stadt"|"DE62"|"MITTELRHEIN-WESTERWALD"
"DE"|"DEB12"|"Ahrweiler"|"DE62"|"MITTELRHEIN-WESTERWALD"
"DE"|"DEB13"|"Altenkirchen (Westerwald)"|"DE62"|"MITTELRHEIN-WESTERWALD"
"DE"|"DEB14"|"Bad Kreuznach"|"DE64"|"RHEINHESSEN-NAHE"
"DE"|"DEB15"|"Birkenfeld"|"DE64"|"RHEINHESSEN-NAHE"
"DE"|"DEB16"|"Cochem-Zell"|"DE62"|"MITTELRHEIN-WESTERWALD"
